date,Adjusted SOPR (aSOPR)
2018-04-07,0.97258578
2018-04-08,0.98647276
2018-04-09,0.95513334
2018-04-10,0.96780793
2018-04-11,0.98151868
2018-04-12,1.00481926
2018-04-13,1.03759691
2018-04-14,0.99561143
2018-04-15,1.0138033
2018-04-16,0.99744559
2018-04-17,0.99731662
2018-04-18,1.00511742
2018-04-19,1.07084775
2018-04-20,1.02785012
2018-04-21,1.03514221
2018-04-22,1.02318631
2018-04-23,1.02960481
2018-04-24,1.03477477
2018-04-25,1.01791204
2018-04-26,1.04010511
2018-04-27,1.00816631
2018-04-28,1.0107537
2018-04-29,1.01111062
2018-04-30,1.02193836
2018-05-01,0.99892049
2018-05-02,1.05036961
2018-05-03,1.02391042
2018-05-04,1.02941859
2018-05-05,1.02469489
2018-05-06,1.00624801
2018-05-07,0.99971711
2018-05-08,0.99829189
2018-05-09,1.01985449
2018-05-10,1.01648551
2018-05-11,0.98031943
2018-05-12,0.98648175
2018-05-13,0.99845398
2018-05-14,1.11995724
2018-05-15,1.00266458
2018-05-16,0.96732855
2018-05-17,1.10327811
2018-05-18,0.97623956
2018-05-19,1.0110765
2018-05-20,1.00624169
2018-05-21,1.01220578
2018-05-22,0.98129471
2018-05-23,0.9706452
2018-05-24,0.98954551
2018-05-25,0.9727498
2018-05-26,0.9779004
2018-05-27,0.96900125
2018-05-28,0.95590096
2018-05-29,0.97771376
2018-05-30,0.99194296
2018-05-31,0.98157183
2018-06-01,0.98173269
2018-06-02,0.99988884
2018-06-03,1.00485402
2018-06-04,0.9839598
2018-06-05,0.97540739
2018-06-06,0.994424
2018-06-07,0.99439927
2018-06-08,0.98197488
2018-06-09,0.98764929
2018-06-10,0.94451826
2018-06-11,0.93818519
2018-06-12,0.9621229
2018-06-13,0.92728182
2018-06-14,0.97297249
2018-06-15,0.97102894
2018-06-16,0.98002271
2018-06-17,0.97692877
2018-06-18,0.9724884
2018-06-19,0.98613893
2018-06-20,0.97854845
2018-06-21,1.00833873
2018-06-22,0.95128864
2018-06-23,0.96347563
2018-06-24,0.95086814
2018-06-25,0.97878463
2018-06-26,0.97265718
2018-06-27,0.79598609
2018-06-28,0.95544659
2018-06-29,0.96319364
2018-06-30,1.00040532
2018-07-01,0.92177837
2018-07-02,1.00093371
2018-07-03,0.99184596
2018-07-04,1.00363514
2018-07-05,0.9880131
2018-07-06,0.9686985
2018-07-07,0.99097686
2018-07-08,0.96841607
2018-07-09,0.99537754
2018-07-10,0.9743156
2018-07-11,0.96658433
2018-07-12,0.95708622
2018-07-13,0.96269025
2018-07-14,0.98143937
2018-07-15,0.99671423
2018-07-16,0.99760748
2018-07-17,1.02142086
2018-07-18,1.01960704
2018-07-19,1.01765215
2018-07-20,1.01025472
2018-07-21,1.01087184
2018-07-22,1.01821699
2018-07-23,1.02371217
2018-07-24,1.03240692
2018-07-25,1.03309217
2018-07-26,1.01066423
2018-07-27,1.0092562
2018-07-28,1.01980109
2018-07-29,1.02658961
2018-07-30,1.00709953
2018-07-31,1.00112705
2018-08-01,0.98773568
2018-08-02,0.99064242
2018-08-03,0.97751453
2018-08-04,0.96039005
2018-08-05,0.97568442
2018-08-06,0.96431046
2018-08-07,0.98156899
2018-08-08,0.95132723
2018-08-09,0.95034005
2018-08-10,0.97953607
2018-08-11,0.958316
2018-08-12,0.97835738
2018-08-13,0.98973173
2018-08-14,0.94269508
2018-08-15,0.97986621
2018-08-16,0.98947523
2018-08-17,1.00756096
2018-08-18,0.98603827
2018-08-19,1.01203649
2018-08-20,0.99387018
2018-08-21,0.99432516
2018-08-22,1.00671283
2018-08-23,1.00106322
2018-08-24,0.99479291
2018-08-25,1.03929605
2018-08-26,1.0250283
2018-08-27,1.01475677
2018-08-28,1.02774531
2018-08-29,1.02695951
2018-08-30,1.01164655
2018-08-31,0.99769136
2018-09-01,1.01311151
2018-09-02,1.01776252
2018-09-03,1.00527621
2018-09-04,1.00831136
2018-09-05,0.97989886
2018-09-06,0.95876319
2018-09-07,0.97698042
2018-09-08,0.97607486
2018-09-09,0.98124294
2018-09-10,0.97706737
2018-09-11,0.95984508
2018-09-12,0.97389116
2018-09-13,0.97324586
2018-09-14,0.99616432
2018-09-15,0.99408207
2018-09-16,0.99219092
2018-09-17,0.98527273
2018-09-18,0.98542431
2018-09-19,0.98713956
2018-09-20,0.9850191
2018-09-21,0.96565991
2018-09-22,0.99488462
2018-09-23,1.00138293
2018-09-24,0.9918997
2018-09-25,0.95803561
2018-09-26,0.99478331
2018-09-27,0.99711112
2018-09-28,1.00950095
2018-09-29,0.98211562
2018-09-30,0.99570923
2018-10-01,0.9769892
2018-10-02,0.98575695
2018-10-03,0.97947135
2018-10-04,0.99286951
2018-10-05,0.9940065
2018-10-06,0.99562368
2018-10-07,0.99201153
2018-10-08,1.0046514
2018-10-09,0.99492178
2018-10-10,0.99753877
2018-10-11,0.88555625
2018-10-12,0.98759923
2018-10-13,0.98613917
2018-10-14,0.98552977
2018-10-15,1.00785432
2018-10-16,0.98119751
2018-10-17,0.98705838
2018-10-18,0.99182047
2018-10-19,1.01074619
2018-10-20,0.81282279
2018-10-21,0.99499671
2018-10-22,0.99050654
2018-10-23,0.98717685
2018-10-24,0.99503094
2018-10-25,0.98639418
2018-10-26,0.97041407
2018-10-27,0.99416863
2018-10-28,0.99007598
2018-10-29,0.98510702
2018-10-30,0.98506388
2018-10-31,0.98308136
2018-11-01,0.97927776
2018-11-02,0.9993148
2018-11-03,0.99312039
2018-11-04,0.99697212
2018-11-05,0.9955579
2018-11-06,0.99655227
2018-11-07,1.00581156
2018-11-08,0.9992494
2018-11-09,0.99739707
2018-11-10,0.99701019
2018-11-11,0.99585359
2018-11-12,0.99701819
2018-11-13,0.98819744
2018-11-14,0.96371197
2018-11-15,0.88246428
2018-11-16,0.96303241
2018-11-17,0.97303107
2018-11-18,0.98494139
2018-11-19,0.90620647
2018-11-20,0.86165671
2018-11-21,0.92886922
2018-11-22,0.93718369
2018-11-23,0.92443011
2018-11-24,0.92225164
2018-11-25,0.87010621
2018-11-26,0.88854855
2018-11-27,0.87449011
2018-11-28,0.96739113
2018-11-29,1.02244297
2018-11-30,0.93140502
2018-12-01,1.0926038
2018-12-02,0.96327704
2018-12-03,1.0780198
2018-12-04,1.22815322
2018-12-05,0.72084179
2018-12-06,0.81525736
2018-12-07,0.88682645
2018-12-08,0.93944357
2018-12-09,0.96671041
2018-12-10,0.91923382
2018-12-11,0.82513429
2018-12-12,0.93439533
2018-12-13,0.94569624
2018-12-14,0.89171558
2018-12-15,0.92510595
2018-12-16,0.93128291
2018-12-17,0.95775088
2018-12-18,0.911638
2018-12-19,0.98042232
2018-12-20,0.99623006
2018-12-21,0.9673277
2018-12-22,0.97855041
2018-12-23,0.97180198
2018-12-24,0.98929238
2018-12-25,0.93965135
2018-12-26,0.96820463
2018-12-27,0.96225037
2018-12-28,0.92387905
2018-12-29,0.91759077
2018-12-30,0.94394231
2018-12-31,0.93346916
2019-01-01,0.94825891
2019-01-02,0.99094862
2019-01-03,0.9561669
2019-01-04,0.97796175
2019-01-05,0.9910753
2019-01-06,0.96305932
2019-01-07,0.9860462
2019-01-08,0.96326088
2019-01-09,0.99383161
2019-01-10,0.87401735
2019-01-11,0.8194288
2019-01-12,0.96572658
2019-01-13,0.9597246
2019-01-14,0.96949005
2019-01-15,1.01036005
2019-01-16,0.99834701
2019-01-17,0.96408823
2019-01-18,0.97522563
2019-01-19,0.96926942
2019-01-20,0.96239988
2019-01-21,0.97114129
2019-01-22,0.90717081
2019-01-23,0.97252879
2019-01-24,0.98143701
2019-01-25,0.96336601
2019-01-26,0.96353906
2019-01-27,0.96333316
2019-01-28,0.94442886
2019-01-29,0.95015331
2019-01-30,0.95001707
2019-01-31,0.96808585
2019-02-01,0.96452134
2019-02-02,0.97684211
2019-02-03,0.97173122
2019-02-04,0.93885646
2019-02-05,0.96985341
2019-02-06,0.94437529
2019-02-07,0.95272986
2019-02-08,0.97782809
2019-02-09,1.00303541
2019-02-10,0.98987253
2019-02-11,0.97591012
2019-02-12,0.97477936
2019-02-13,0.90639716
2019-02-14,0.98040521
2019-02-15,0.97560443
2019-02-16,0.94470414
2019-02-17,0.97004558
2019-02-18,0.99264188
2019-02-19,0.98848964
2019-02-20,1.0269057
2019-02-21,0.97561307
2019-02-22,0.99720146
2019-02-23,0.96450269
2019-02-24,0.98756454
2019-02-25,0.96772545
2019-02-26,0.98987119
2019-02-27,0.98545848
2019-02-28,0.98999107
2019-03-01,0.99044799
2019-03-02,0.98428889
2019-03-03,0.99096702
2019-03-04,0.95246207
2019-03-05,0.99757501
2019-03-06,0.99151364
2019-03-07,0.99485905
2019-03-08,0.98532598
2019-03-09,0.99427001
2019-03-10,0.98553071
2019-03-11,0.97896418
2019-03-12,0.97537272
2019-03-13,0.99103753
2019-03-14,0.98812942
2019-03-15,0.99296418
2019-03-16,0.97057309
2019-03-17,1.000803
2019-03-18,0.98821307
2019-03-19,1.00331728
2019-03-20,0.99732411
2019-03-21,0.98953962
2019-03-22,0.98953175
2019-03-23,0.98903889
2019-03-24,0.99103924
2019-03-25,0.98403834
2019-03-26,0.98321037
2019-03-27,1.00235728
2019-03-28,0.99737698
2019-03-29,1.02058868
2019-03-30,0.9989172
2019-03-31,0.95079201
2019-04-01,1.00335845
2019-04-02,1.07237074
2019-04-03,1.05020547
2019-04-04,1.02338848
2019-04-05,1.00116952
2019-04-06,1.01355289
2019-04-07,1.01221472
2019-04-08,1.02023833
2019-04-09,1.01948765
2019-04-10,1.02234706
2019-04-11,1.00128144
2019-04-12,1.01241905
2019-04-13,1.00971797
2019-04-14,0.95561736
2019-04-15,1.00029512
2019-04-16,1.01020311
2019-04-17,1.01921257
2019-04-18,1.01155464
2019-04-19,1.06167644
2019-04-20,1.00690906
2019-04-21,0.99700429
2019-04-22,1.01283107
2019-04-23,1.03208041
2019-04-24,0.97887727
2019-04-25,1.00273551
2019-04-26,0.96959413
2019-04-27,0.99971171
2019-04-28,1.00555519
2019-04-29,0.9874866
2019-04-30,1.01525193
2019-05-01,0.91127101
2019-05-02,1.00678346
2019-05-03,1.03189973
2019-05-04,1.0222335
2019-05-05,1.0342864
2019-05-06,1.03810629
2019-05-07,1.03712014
2019-05-08,1.02876245
2019-05-09,1.02204681
2019-05-10,1.02643322
2019-05-11,1.1040234
2019-05-12,1.09674101
2019-05-13,1.13337924
2019-05-14,1.12168256
2019-05-15,1.11529028
2019-05-16,1.09971075
2019-05-17,0.98752281
2019-05-18,1.01664829
2019-05-19,1.06705336
2019-05-20,1.03337291
2019-05-21,1.03970335
2019-05-22,1.02331054
2019-05-23,1.01369532
2019-05-24,1.04740602
2019-05-25,1.04222775
2019-05-26,1.05406819
2019-05-27,1.06981565
2019-05-28,1.05897728
2019-05-29,1.27006236
2019-05-30,1.03041693
2019-05-31,1.02080549
2019-06-01,1.03186882
2019-06-02,1.03426904
2019-06-03,1.05519965
2019-06-04,0.93434634
2019-06-05,0.98779285
2019-06-06,0.99417429
2019-06-07,1.02553005
2019-06-08,1.00613697
2019-06-09,1.01169079
2019-06-10,1.03665361
2019-06-11,1.00804633
2019-06-12,1.02520141
2019-06-13,1.02155923
2019-06-14,1.05173556
2019-06-15,1.04084689
2019-06-16,1.05796879
2019-06-17,1.04718246
2019-06-18,1.03111745
2019-06-19,1.05058915
2019-06-20,1.04869312
2019-06-21,1.06265193
2019-06-22,1.11278039
2019-06-23,1.08081295
2019-06-24,1.0851204
2019-06-25,1.0950502
2019-06-26,1.18813471
2019-06-27,1.06472394
2019-06-28,1.10807121
2019-06-29,1.07454959
2019-06-30,1.09972589
2019-07-01,1.00600339
2019-07-02,1.01736582
2019-07-03,1.06822592
2019-07-04,1.09171325
2019-07-05,1.00959752
2019-07-06,1.0284302
2019-07-07,1.0279292
2019-07-08,1.06015925
2019-07-09,1.07401823
2019-07-10,1.11390086
2019-07-11,1.01870153
2019-07-12,1.05125819
2019-07-13,1.01232515
2019-07-14,0.99109745
2019-07-15,1.00415113
2019-07-16,1.00131625
2019-07-17,1.02204976
2019-07-18,1.04806711
2019-07-19,1.0293558
2019-07-20,1.03572692
2019-07-21,1.04162489
2019-07-22,1.00646857
2019-07-23,0.9915212
2019-07-24,1.07581114
2019-07-25,1.02314201
2019-07-26,1.00999238
2019-07-27,0.99885105
2019-07-28,0.99660402
2019-07-29,1.25971954
2019-07-30,1.00723386
2019-07-31,1.02012132
2019-08-01,1.02775445
2019-08-02,1.03399412
2019-08-03,1.03846198
2019-08-04,1.03528665
2019-08-05,1.1032024
2019-08-06,1.09408833
2019-08-07,1.0613937
2019-08-08,1.07133351
2019-08-09,1.03713331
2019-08-10,1.01822128
2019-08-11,1.03811266
2019-08-12,1.02954789
2019-08-13,1.04348353
2019-08-14,1.02188498
2019-08-15,0.97885495
2019-08-16,1.00990763
2019-08-17,0.99496259
2019-08-18,1.00766216
2019-08-19,1.01240079
2019-08-20,1.04098012
2019-08-21,0.99577945
2019-08-22,0.98881163
2019-08-23,1.11711894
2019-08-24,1.0042129
2019-08-25,1.01049026
2019-08-26,1.02442635
2019-08-27,1.02359075
2019-08-28,1.00532295
2019-08-29,0.9745868
2019-08-30,0.9947566
2019-08-31,0.99230274
2019-09-01,1.01289744
2019-09-02,1.01199152
2019-09-03,1.03942201
2019-09-04,1.02249346
2019-09-05,1.02361709
2019-09-06,1.2189658
2019-09-07,1.01202096
2019-09-08,1.01930469
2019-09-09,1.01023062
2019-09-10,1.00100486
2019-09-11,1.06708589
2019-09-12,1.01093009
2019-09-13,1.02126745
2019-09-14,1.01467639
2019-09-15,1.00918065
2019-09-16,1.00238674
2019-09-17,1.0105183
2019-09-18,1.03187977
2019-09-19,0.99286321
2019-09-20,1.00745243
2019-09-21,1.00222032
2019-09-22,0.99966945
2019-09-23,0.99177505
2019-09-24,0.9949385
2019-09-25,0.93453454
2019-09-26,0.9279894
2019-09-27,0.98478207
2019-09-28,0.96985692
2019-09-29,0.98297404
2019-09-30,0.9826568
2019-10-01,0.97870316
2019-10-02,0.98549567
2019-10-03,0.97912727
2019-10-04,0.98365705
2019-10-05,0.9915764
2019-10-06,0.97362442
2019-10-07,0.99087775
2019-10-08,1.00015642
2019-10-09,0.9995267
2019-10-10,0.99908129
2019-10-11,0.98867776
2019-10-12,1.00245081
2019-10-13,0.99220986
2019-10-14,1.1260755
2019-10-15,0.97156381
2019-10-16,0.97260265
2019-10-17,0.9935121
2019-10-18,0.98590815
2019-10-19,0.99905509
2019-10-20,0.99991675
2019-10-21,0.98863657
2019-10-22,0.99532875
2019-10-23,0.95515852
2019-10-24,0.94928724
2019-10-25,1.01903883
2019-10-26,1.06538183
2019-10-27,1.03072664
2019-10-28,1.05121553
2019-10-29,1.0282881
2019-10-30,1.00563098
2019-10-31,1.00630673
2019-11-01,1.02942841
2019-11-02,1.010444
2019-11-03,0.99867877
2019-11-04,1.0087991
2019-11-05,0.93754823
2019-11-06,1.00183724
2019-11-07,1.0077212
2019-11-08,0.98840828
2019-11-09,0.99275149
2019-11-10,1.00401668
2019-11-11,0.99796284
2019-11-12,0.99099748
2019-11-13,1.05769959
2019-11-14,0.99233666
2019-11-15,0.99498958
2019-11-16,0.99206898
2019-11-17,0.99879531
2019-11-18,0.98450893
2019-11-19,0.98516037
2019-11-20,0.98089312
2019-11-21,0.96397585
2019-11-22,0.94317067
2019-11-23,0.95772971
2019-11-24,1.00138515
2019-11-25,0.96220334
2019-11-26,0.96666808
2019-11-27,0.9627674
2019-11-28,0.99671204
2019-11-29,0.99124159
2019-11-30,0.97749791
2019-12-01,0.97899726
2019-12-02,0.97105783
2019-12-03,0.97096745
2019-12-04,0.99608418
2019-12-05,0.97761166
2019-12-06,0.97710499
2019-12-07,1.00228575
2019-12-08,0.99530634
2019-12-09,0.99255319
2019-12-10,0.98143877
2019-12-11,0.9771044
2019-12-12,0.98208242
2019-12-13,0.99438186
2019-12-14,0.97871162
2019-12-15,0.99448844
2019-12-16,0.97459043
2019-12-17,0.96780367
2019-12-18,0.94616085
2019-12-19,1.00287963
2019-12-20,1.00329923
2019-12-21,0.99441812
2019-12-22,0.99681018
2019-12-23,1.00692885
2019-12-24,1.00089244
2019-12-25,0.92396891
2019-12-26,0.99194325
2019-12-27,0.98624088
2019-12-28,0.99787232
2019-12-29,1.00373314
2019-12-30,0.96398907
2019-12-31,0.98508401
2020-01-01,0.99610512
2020-01-02,0.99398806
2020-01-03,1.00245437
2020-01-04,0.98881144
2020-01-05,1.00392222
2020-01-06,1.00812286
2020-01-07,1.01925138
2020-01-08,1.02894581
2020-01-09,1.01559018
2020-01-10,1.00410421
2020-01-11,1.01254815
2020-01-12,1.01189671
2020-01-13,1.01420388
2020-01-14,1.04496689
2020-01-15,1.03519626
2020-01-16,1.01942799
2020-01-17,1.02296784
2020-01-18,1.01888555
2020-01-19,1.0021052
2020-01-20,0.99749438
2020-01-21,1.00936231
2020-01-22,1.00431111
2020-01-23,1.0034407
2020-01-24,1.01522606
2020-01-25,1.00527156
2020-01-26,1.00927827
2020-01-27,1.02214321
2020-01-28,1.02790572
2020-01-29,1.06956172
2020-01-30,1.04082808
2020-01-31,1.04360223
2020-02-01,1.01833996
2020-02-02,0.99928292
2020-02-03,1.01064263
2020-02-04,1.01012433
2020-02-05,1.0271331
2020-02-06,1.05137499
2020-02-07,1.08997824
2020-02-08,1.03294503
2020-02-09,1.04487937
2020-02-10,1.06793748
2020-02-11,1.03320179
2020-02-12,1.03564635
2020-02-13,1.03162049
2020-02-14,1.02645614
2020-02-15,1.00765769
2020-02-16,1.01122442
2020-02-17,0.99993168
2020-02-18,1.02174934
2020-02-19,1.02887754
2020-02-20,0.99092805
2020-02-21,1.01099744
2020-02-22,1.0079498
2020-02-23,1.027734
2020-02-24,1.00851867
2020-02-25,1.03767509
2020-02-26,0.97649456
2020-02-27,0.96836768
2020-02-28,0.99160722
2020-02-29,0.99048457
2020-03-01,0.98073498
2020-03-02,1.01173248
2020-03-03,1.01296878
2020-03-04,0.96107592
2020-03-05,1.00690034
2020-03-06,1.01010812
2020-03-07,1.00257215
2020-03-08,0.98114924
2020-03-09,0.94312327
2020-03-10,0.96786788
2020-03-11,0.95389118
2020-03-12,0.8329937
2020-03-13,0.83196949
2020-03-14,0.92656357
2020-03-15,0.93889246
2020-03-16,0.88723549
2020-03-17,0.93572633
2020-03-18,0.96896376
2020-03-19,0.99487745
2020-03-20,0.98680415
2020-03-21,0.9832016
2020-03-22,1.01490244
2020-03-23,0.98478091
2020-03-24,1.03317442
2020-03-25,0.9853615
2020-03-26,1.00599031
2020-03-27,0.99784386
2020-03-28,0.95974045
2020-03-29,0.94747143
2020-03-30,0.97935278
2020-03-31,0.98842922
2020-04-01,0.87810204
2020-04-02,1.01044803
2020-04-03,1.0056439
2020-04-04,0.98714109
2020-04-05,1.00397659
2020-04-06,1.03342863
2020-04-07,1.00680795
2020-04-08,1.0186322
2020-04-09,1.0078281
2020-04-10,0.89891864
2020-04-11,0.98684882
2020-04-12,1.00099424
2020-04-13,0.98036728
2020-04-14,0.9985756
2020-04-15,0.98828508
2020-04-16,0.99585693
2020-04-17,1.00401758
2020-04-18,1.00979341
2020-04-19,0.99998977
2020-04-20,0.98728696
2020-04-21,0.98207501
2020-04-22,1.00387064
2020-04-23,1.02410119
2020-04-24,1.01736712
2020-04-25,1.0133677
2020-04-26,1.01074986
2020-04-27,1.0499195
2020-04-28,1.00971511
2020-04-29,1.07678596
2020-04-30,1.07590622
2020-05-01,1.03515836
2020-05-02,1.03596573
2020-05-03,1.05217047
2020-05-04,1.02172941
2020-05-05,1.01495032
2020-05-06,1.05935297
2020-05-07,1.08307664
2020-05-08,1.06083271
2020-05-09,1.02049856
2020-05-10,0.97266809
2020-05-11,0.98552157
2020-05-12,0.98809517
2020-05-13,1.02408967
2020-05-14,1.042449
2020-05-15,1.02011051
2020-05-16,1.01318956
2020-05-17,1.02642376
2020-05-18,1.04428949
2020-05-19,1.02549541
2020-05-20,1.02405503
2020-05-21,0.99177742
2020-05-22,0.99763693
2020-05-23,1.0113694
2020-05-24,1.00856099
2020-05-25,0.97236993
2020-05-26,0.99542849
2020-05-27,1.01656901
2020-05-28,1.02075125
2020-05-29,1.00852728
2020-05-30,1.01370645
2020-05-31,1.01420768
2020-06-01,1.03054109
2020-06-02,1.03393691
2020-06-03,1.00994956
2020-06-04,1.01532822
2020-06-05,1.01078091
2020-06-06,1.01718918
2020-06-07,1.01158705
2020-06-08,1.05182437
2020-06-09,1.01605602
2020-06-10,1.01533317
2020-06-11,1.00211945
2020-06-12,1.00266107
2020-06-13,1.00689615
2020-06-14,1.01183606
2020-06-15,0.99024431
2020-06-16,1.01854636
2020-06-17,1.00472894
2020-06-18,1.07918487
2020-06-19,0.99997157
2020-06-20,1.00834199
2020-06-21,1.01984157
2020-06-22,1.01983591
2020-06-23,1.0182491
2020-06-24,0.99298879
2020-06-25,0.99434123
2020-06-26,1.07226386
2020-06-27,1.00069165
2020-06-28,0.99637069
2020-06-29,1.00405461
2020-06-30,1.01663821
2020-07-01,1.00720036
2020-07-02,0.99949975
2020-07-03,1.00187506
2020-07-04,1.00310914
2020-07-05,0.99873952
2020-07-06,1.01157342
2020-07-07,1.00824924
2020-07-08,1.04196396
2020-07-09,1.01073587
2020-07-10,0.99841064
2020-07-11,1.00490103
2020-07-12,1.00615567
2020-07-13,1.00246382
2020-07-14,1.01735566
2020-07-15,1.01395814
2020-07-16,0.99899942
2020-07-17,1.00005058
2020-07-18,1.0033515
2020-07-19,1.01126987
2020-07-20,1.0026755
2020-07-21,1.00912215
2020-07-22,1.01615592
2020-07-23,1.02017078
2020-07-24,1.01490208
2020-07-25,1.01934641
2020-07-26,1.02856912
2020-07-27,1.06549403
2020-07-28,1.07038062
2020-07-29,1.04424463
2020-07-30,1.03428227
2020-07-31,1.04292461
2020-08-01,1.04697217
2020-08-02,1.03362635
2020-08-03,1.06903339
2020-08-04,1.02190334
2020-08-05,1.05614301
2020-08-06,1.08440872
2020-08-07,1.06678269
2020-08-08,1.05350189
2020-08-09,1.04931974
2020-08-10,1.0345396
2020-08-11,1.03891253
2020-08-12,1.02544664
2020-08-13,1.02847971
2020-08-14,1.03844428
2020-08-15,1.02607929
2020-08-16,1.02896727
2020-08-17,1.06752924
2020-08-18,1.02709129
2020-08-19,1.00990119
2020-08-20,1.02226681
2020-08-21,1.03455228
2020-08-22,1.01004917
2020-08-23,1.01499351
2020-08-24,1.0315416
2020-08-25,1.01503336
2020-08-26,1.01306304
2020-08-27,1.01130393
2020-08-28,1.02841434
2020-08-29,1.00535997
2020-08-30,1.02659387
2020-08-31,1.03288257
2020-09-01,1.05130873
2020-09-02,1.00975411
2020-09-03,1.00318509
2020-09-04,0.98977718
2020-09-05,0.98492018
2020-09-06,0.99533385
2020-09-07,0.98380783
2020-09-08,0.99309473
2020-09-09,0.99417976
2020-09-10,1.00250141
2020-09-11,0.99496713
2020-09-12,0.99583389
2020-09-13,1.00453584
2020-09-14,1.0066503
2020-09-15,1.01734699
2020-09-16,1.02758529
2020-09-17,1.01622789
2020-09-18,1.01877679
2020-09-19,1.03103469
2020-09-20,1.01182542
2020-09-21,0.99473239
2020-09-22,1.01618797
2020-09-23,0.99712414
2020-09-24,0.99362865
2020-09-25,1.01505375
2020-09-26,1.01507563
2020-09-27,1.00613226
2020-09-28,1.01185664
2020-09-29,1.027286
2020-09-30,1.0044213
2020-10-01,1.00161783
2020-10-02,1.00117777
2020-10-03,1.00207107
2020-10-04,1.00377879
2020-10-05,1.00752556
2020-10-06,1.00612649
2020-10-07,1.0080235
2020-10-08,1.01104366
2020-10-09,1.02250488
2020-10-10,1.01477489
2020-10-11,1.01211998
2020-10-12,1.02375795
2020-10-13,1.01481294
2020-10-14,1.01967586
2020-10-15,1.01830899
2020-10-16,1.00753856
2020-10-17,1.00752472
2020-10-18,1.01019581
2020-10-19,1.04843173
2020-10-20,1.03204088
2020-10-21,1.05648892
2020-10-22,1.09845746
2020-10-23,1.06914233
2020-10-24,1.03386157
2020-10-25,1.02849037
2020-10-26,1.01914611
2020-10-27,1.0483016
2020-10-28,1.03692124
2020-10-29,1.03371209
2020-10-30,1.02381817
2020-10-31,1.03459145
2020-11-01,1.04283039
2020-11-02,1.04807005
2020-11-03,1.20670346
2020-11-04,1.04038674
2020-11-05,1.07109241
2020-11-06,1.0719994
2020-11-07,1.02400191
2020-11-08,1.07401372
2020-11-09,1.04244645
2020-11-10,1.03841702
2020-11-11,1.05441455
2020-11-12,1.05287691
2020-11-13,1.04896197
2020-11-14,1.04090213
2020-11-15,1.03009372
2020-11-16,1.0590679
2020-11-17,1.0920655
2020-11-18,1.1353257
2020-11-19,1.0642281
2020-11-20,1.13472495
2020-11-21,1.09744313
2020-11-22,1.05539816
2020-11-23,1.06020261
2020-11-24,1.09939475
2020-11-25,1.05248816
2020-11-26,1.0384637
2020-11-27,1.02963656
2020-11-28,1.02619833
2020-11-29,1.03761134
2020-11-30,1.08762286
2020-12-01,1.06571872
2020-12-02,1.07340013
2020-12-03,1.06084895
2020-12-04,1.04034513
2020-12-05,1.02769667
2020-12-06,1.02966057
2020-12-07,1.04311209
2020-12-08,1.03661102
2020-12-09,1.03255976
2020-12-10,1.04899377
2020-12-11,1.02629629
2020-12-12,1.04362921
2020-12-13,1.13823192
2020-12-14,1.04194782
2020-12-15,1.05513176
2020-12-16,1.09815385
2020-12-17,1.15951042
2020-12-18,1.16071565
2020-12-19,1.0928662
2020-12-20,1.1031883
2020-12-21,1.06627021
2020-12-22,1.11754215
2020-12-23,1.1258471
2020-12-24,1.11579314
2020-12-25,1.05653197
2020-12-26,1.11713978
2020-12-27,1.16090012
2020-12-28,1.30799991
2020-12-29,1.18011094
2020-12-30,1.11253658
2020-12-31,1.08040807
2021-01-01,1.13783811
2021-01-02,1.20386414
2021-01-03,1.26464915
2021-01-04,1.15587059
2021-01-05,1.17906091
2021-01-06,1.1876384
2021-01-07,1.25833135
2021-01-08,1.2299116
2021-01-09,1.23172893
2021-01-10,1.16024531
2021-01-11,1.06601026
2021-01-12,1.07737291
2021-01-13,1.0698265
2021-01-14,1.11234057
2021-01-15,1.0706211
2021-01-16,1.07612838
2021-01-17,1.0456636
2021-01-18,1.08592214
2021-01-19,1.05678525
2021-01-20,1.02288849
2021-01-21,1.01062308
2021-01-22,1.00732546
2021-01-23,1.03020628
2021-01-24,1.02005558
2021-01-25,1.03779887
2021-01-26,1.01125885
2021-01-27,1.07541754
2021-01-28,1.05290487
2021-01-29,1.09440921
2021-01-30,1.04212068
2021-01-31,1.06801844
2021-02-01,1.02648569
2021-02-02,1.06364382
2021-02-03,1.05641608
2021-02-04,1.07844657
2021-02-05,1.09844863
2021-02-06,1.08489466
2021-02-07,1.07390143
2021-02-08,1.1117644
2021-02-09,1.19558279
2021-02-10,1.11218136
2021-02-11,1.11866384
2021-02-12,1.10382654
2021-02-13,1.08105392
2021-02-14,1.07907317
2021-02-15,1.12266836
2021-02-16,1.06606735
2021-02-17,1.11480125
2021-02-18,1.13428645
2021-02-19,1.14262763
2021-02-20,1.17650589
2021-02-21,1.11791104
2021-02-22,1.08239381
2021-02-23,1.09029775
2021-02-24,1.08703989
2021-02-25,1.0775853
2021-02-26,1.10815615
2021-02-27,0.98873005
2021-02-28,1.02011443
2021-03-01,1.05762614
2021-03-02,1.06826277
2021-03-03,1.05296151
2021-03-04,1.03482213
2021-03-05,1.03737929
2021-03-06,1.03695719
2021-03-07,1.05024468
2021-03-08,1.07712624
2021-03-09,1.07897945
2021-03-10,1.08500542
2021-03-11,1.14760855
2021-03-12,1.10310147
2021-03-13,1.07858321
2021-03-14,1.10717945
2021-03-15,1.03718941
2021-03-16,1.07167356
2021-03-17,1.07515899
