date,Tokens Transferred (Mean)
2018-02-19,9.54835924
2018-02-20,6.38510331
2018-02-21,6.45602072
2018-02-22,8.15471036
2018-02-23,5.44982353
2018-02-24,4.82108346
2018-02-25,4.16899902
2018-02-26,4.52649285
2018-02-27,4.29913902
2018-02-28,7.30504619
2018-03-01,5.65362202
2018-03-02,4.99610743
2018-03-03,4.4529319
2018-03-04,3.88596697
2018-03-05,4.47469981
2018-03-06,4.55424596
2018-03-07,4.34605695
2018-03-08,5.17830098
2018-03-09,6.08799831
2018-03-10,3.99864223
2018-03-11,5.18913564
2018-03-12,5.40530522
2018-03-13,8.16523209
2018-03-14,5.43382631
2018-03-15,9.4495379
2018-03-16,5.59477515
2018-03-17,15.73592824
2018-03-18,9.85379891
2018-03-19,6.95629822
2018-03-20,5.71079846
2018-03-21,4.77638107
2018-03-22,5.95463882
2018-03-23,5.44634194
2018-03-24,4.99175771
2018-03-25,6.01653649
2018-03-26,8.9324646
2018-03-27,5.73072283
2018-03-28,6.56422799
2018-03-29,4.39106557
2018-03-30,6.88217636
2018-03-31,6.04280158
2018-04-01,6.21095476
2018-04-02,8.65437418
2018-04-03,6.60520843
2018-04-04,7.63968083
2018-04-05,5.7266064
2018-04-06,7.25338085
2018-04-07,4.80113477
2018-04-08,5.27528965
2018-04-09,6.84439368
2018-04-10,5.04749629
2018-04-11,5.49732804
2018-04-12,10.12987852
2018-04-13,5.73552041
2018-04-14,4.27551089
2018-04-15,4.30806995
2018-04-16,6.94050211
2018-04-17,5.89260445
2018-04-18,5.55238846
2018-04-19,6.16592195
2018-04-20,7.33710195
2018-04-21,4.71220169
2018-04-22,4.53369225
2018-04-23,4.8419687
2018-04-24,6.9577593
2018-04-25,9.26644023
2018-04-26,4.91814234
2018-04-27,7.27059217
2018-04-28,9.00447536
2018-04-29,8.9338158
2018-04-30,5.65388558
2018-05-01,5.12137487
2018-05-02,5.06831889
2018-05-03,5.92408512
2018-05-04,6.10611085
2018-05-05,5.22920736
2018-05-06,6.36780883
2018-05-07,6.70781432
2018-05-08,4.84169673
2018-05-09,5.13565612
2018-05-10,5.76205507
2018-05-11,6.12093391
2018-05-12,5.50652214
2018-05-13,5.23344968
2018-05-14,6.07594311
2018-05-15,4.96267627
2018-05-16,5.52232025
2018-05-17,5.452411
2018-05-18,5.30503252
2018-05-19,4.328347
2018-05-20,4.61204325
2018-05-21,4.12166672
2018-05-22,4.54806256
2018-05-23,4.82697327
2018-05-24,5.77802007
2018-05-25,4.85413474
2018-05-26,3.82338614
2018-05-27,5.56150181
2018-05-28,6.95030382
2018-05-29,6.24822729
2018-05-30,6.21815585
2018-05-31,6.568608
2018-06-01,5.88353389
2018-06-02,5.39431406
2018-06-03,5.7185896
2018-06-04,7.11650623
2018-06-05,5.77659149
2018-06-06,5.51080783
2018-06-07,5.80327511
2018-06-08,7.18563225
2018-06-09,5.09835516
2018-06-10,7.80422248
2018-06-11,7.91480554
2018-06-12,6.56282096
2018-06-13,8.86484116
2018-06-14,8.78783402
2018-06-15,8.39456394
2018-06-16,5.14941317
2018-06-17,4.6097079
2018-06-18,5.39874778
2018-06-19,7.67438957
2018-06-20,5.81951815
2018-06-21,4.65944247
2018-06-22,9.14143508
2018-06-23,8.75852205
2018-06-24,5.69030443
2018-06-25,6.45853483
2018-06-26,4.49428371
2018-06-27,5.25638193
2018-06-28,4.85871901
2018-06-29,5.45737623
2018-06-30,4.07053997
2018-07-01,5.49004999
2018-07-02,5.00220458
2018-07-03,4.89852713
2018-07-04,4.29824732
2018-07-05,5.16785127
2018-07-06,4.81135794
2018-07-07,3.5807703
2018-07-08,4.81626286
2018-07-09,5.07243873
2018-07-10,5.4287702
2018-07-11,4.16281173
2018-07-12,4.02828267
2018-07-13,4.25691847
2018-07-14,4.18875602
2018-07-15,4.6320792
2018-07-16,5.84403037
2018-07-17,4.53606141
2018-07-18,4.75844741
2018-07-19,4.28537852
2018-07-20,4.04742711
2018-07-21,3.46734681
2018-07-22,3.47902729
2018-07-23,4.2272295
2018-07-24,4.56233602
2018-07-25,3.97859272
2018-07-26,3.79551864
2018-07-27,4.24797379
2018-07-28,3.49187888
2018-07-29,3.91636991
2018-07-30,3.78331454
2018-07-31,3.58319336
2018-08-01,3.75180268
2018-08-02,4.08968815
2018-08-03,4.26993042
2018-08-04,5.03438158
2018-08-05,5.93123578
2018-08-06,5.75746892
2018-08-07,4.87972534
2018-08-08,5.6374498
2018-08-09,5.02363876
2018-08-10,4.30029402
2018-08-11,4.15299094
2018-08-12,3.66489039
2018-08-13,4.13761479
2018-08-14,4.72590924
2018-08-15,4.2770225
2018-08-16,3.91599424
2018-08-17,3.68056046
2018-08-18,3.48491937
2018-08-19,3.57059354
2018-08-20,3.99331793
2018-08-21,4.77693658
2018-08-22,3.92899591
2018-08-23,4.02588605
2018-08-24,3.4418106
2018-08-25,3.35470318
2018-08-26,2.97464167
2018-08-27,4.34998399
2018-08-28,7.97062469
2018-08-29,3.78985239
2018-08-30,3.68750026
2018-08-31,6.50744774
2018-09-01,4.12805513
2018-09-02,4.41618033
2018-09-03,4.14270801
2018-09-04,4.02885024
2018-09-05,3.9024964
2018-09-06,5.04175582
2018-09-07,4.70064868
2018-09-08,3.50986116
2018-09-09,3.80414792
2018-09-10,3.85982905
2018-09-11,3.8777249
2018-09-12,3.7511281
2018-09-13,4.78131905
2018-09-14,3.40036444
2018-09-15,3.40946088
2018-09-16,3.83109871
2018-09-17,4.49200874
2018-09-18,4.20599153
2018-09-19,3.72568187
2018-09-20,3.57724643
2018-09-21,4.33167688
2018-09-22,3.31533893
2018-09-23,2.62117575
2018-09-24,3.31159709
2018-09-25,5.41635748
2018-09-26,4.38151422
2018-09-27,3.64167665
2018-09-28,4.23660938
2018-09-29,3.44562768
2018-09-30,3.07251971
2018-10-01,3.38579137
2018-10-02,5.11540709
2018-10-03,3.25967151
2018-10-04,3.46529726
2018-10-05,3.01575064
2018-10-06,2.85510907
2018-10-07,2.27184586
2018-10-08,3.3409426
2018-10-09,3.17563876
2018-10-10,4.24561264
2018-10-11,4.03836677
2018-10-12,4.59472811
2018-10-13,3.33437069
2018-10-14,3.45883811
2018-10-15,4.80533463
2018-10-16,3.20424213
2018-10-17,3.42795194
2018-10-18,3.88294027
2018-10-19,3.78300355
2018-10-20,2.95593808
2018-10-21,2.54012041
2018-10-22,3.43021838
2018-10-23,4.01096468
2018-10-24,3.9456403
2018-10-25,3.96528963
2018-10-26,3.2611468
2018-10-27,2.46436076
2018-10-28,2.37677107
2018-10-29,2.99773599
2018-10-30,2.99763348
2018-10-31,3.22828979
2018-11-01,3.28258045
2018-11-02,4.32716314
2018-11-03,2.38832136
2018-11-04,2.64673512
2018-11-05,2.96602435
2018-11-06,3.10694724
2018-11-07,2.98642596
2018-11-08,2.84080016
2018-11-09,3.01478222
2018-11-10,2.3256086
2018-11-11,2.19876574
2018-11-12,2.87573371
2018-11-13,3.18257737
2018-11-14,3.94483133
2018-11-15,6.49026128
2018-11-16,4.04137992
2018-11-17,2.59433132
2018-11-18,2.41491002
2018-11-19,4.00348541
2018-11-20,7.33284057
2018-11-21,5.13295054
2018-11-22,3.81793702
2018-11-23,4.19975807
2018-11-24,3.61775051
2018-11-25,4.4577082
2018-11-26,5.02346101
2018-11-27,4.6751982
2018-11-28,5.34130895
2018-11-29,4.75834334
2018-11-30,7.41294719
2018-12-01,5.14892901
2018-12-02,4.38268056
2018-12-03,6.17617205
2018-12-04,8.22894466
2018-12-05,6.675504
2018-12-06,5.83690708
2018-12-07,5.67791673
2018-12-08,3.99531736
2018-12-09,3.13803928
2018-12-10,4.13961053
2018-12-11,4.89223786
2018-12-12,4.20705123
2018-12-13,4.30704994
2018-12-14,4.19952248
2018-12-15,3.08770976
2018-12-16,3.73511388
2018-12-17,4.01307219
2018-12-18,5.14660327
2018-12-19,5.05185955
2018-12-20,4.60293212
2018-12-21,4.56288663
2018-12-22,3.20621919
2018-12-23,3.10826524
2018-12-24,4.04539292
2018-12-25,4.04528133
2018-12-26,3.97270403
2018-12-27,4.19101917
2018-12-28,4.09452878
2018-12-29,4.2704985
2018-12-30,2.6095686
2018-12-31,3.27280186
2019-01-01,2.33572127
2019-01-02,3.62307994
2019-01-03,3.22649122
2019-01-04,3.44642775
2019-01-05,2.86911091
2019-01-06,2.66806204
2019-01-07,3.45321615
2019-01-08,2.84324047
2019-01-09,2.95889984
2019-01-10,3.55534517
2019-01-11,3.89454382
2019-01-12,2.84417246
2019-01-13,2.69095342
2019-01-14,2.88451013
2019-01-15,4.58765023
2019-01-16,3.26558356
2019-01-17,2.91162283
2019-01-18,2.90520615
2019-01-19,2.24813358
2019-01-20,2.28572182
2019-01-21,4.92841509
2019-01-22,3.94547447
2019-01-23,4.00935601
2019-01-24,4.80387595
2019-01-25,6.07330287
2019-01-26,3.31398342
2019-01-27,2.65283299
2019-01-28,5.32156872
2019-01-29,4.79831611
2019-01-30,6.96932341
2019-01-31,6.15721452
2019-02-01,8.26579405
2019-02-02,4.74437537
2019-02-03,2.30285178
2019-02-04,6.26123058
2019-02-05,7.81030481
2019-02-06,10.49695147
2019-02-07,7.43047935
2019-02-08,8.75491815
2019-02-09,5.43788419
2019-02-10,2.06224825
2019-02-11,6.94820353
2019-02-12,11.69676646
2019-02-13,10.65890131
2019-02-14,7.75106256
2019-02-15,7.25153284
2019-02-16,2.16630014
2019-02-17,2.07781093
2019-02-18,3.44461347
2019-02-19,5.10874929
2019-02-20,4.36477422
2019-02-21,3.6381635
2019-02-22,3.92466214
2019-02-23,3.03504192
2019-02-24,2.97204782
2019-02-25,4.50629142
2019-02-26,4.6954461
2019-02-27,4.08267703
2019-02-28,4.18573362
2019-03-01,3.8675894
2019-03-02,4.35634131
2019-03-03,4.08824954
2019-03-04,5.85076199
2019-03-05,7.58481946
2019-03-06,5.1486723
2019-03-07,4.65652798
2019-03-08,4.60301571
2019-03-09,3.41749337
2019-03-10,3.10817887
2019-03-11,3.83207615
2019-03-12,5.20216567
2019-03-13,3.99515819
2019-03-14,4.72534667
2019-03-15,4.6039586
2019-03-16,3.2410372
2019-03-17,3.03604353
2019-03-18,6.1047682
2019-03-19,4.806502
2019-03-20,4.30891674
2019-03-21,4.88570854
2019-03-22,5.87021925
2019-03-23,3.02479727
2019-03-24,2.8050831
2019-03-25,4.4435892
2019-03-26,3.36812634
2019-03-27,3.38634534
2019-03-28,3.67496193
2019-03-29,3.57130582
2019-03-30,2.43911768
2019-03-31,2.39861129
2019-04-01,4.72490186
2019-04-02,8.53927117
2019-04-03,3.62396108
2019-04-04,3.60408931
2019-04-05,2.7926461
2019-04-06,2.15513035
2019-04-07,2.3715659
2019-04-08,3.99486242
2019-04-09,5.70778993
2019-04-10,3.97394243
2019-04-11,4.68216422
2019-04-12,3.98703859
2019-04-13,2.95320079
2019-04-14,2.98459613
2019-04-15,4.06966428
2019-04-16,4.99599713
2019-04-17,4.53204863
2019-04-18,4.70475586
2019-04-19,5.64641487
2019-04-20,3.37313159
2019-04-21,2.04249649
2019-04-22,4.94066829
2019-04-23,7.25818145
2019-04-24,5.02060822
2019-04-25,4.40576609
2019-04-26,3.91821646
2019-04-27,1.97130149
2019-04-28,2.2461952
2019-04-29,3.14856193
2019-04-30,5.39988875
2019-05-01,2.64102938
2019-05-02,2.17535079
2019-05-03,3.30679035
2019-05-04,2.48721161
2019-05-05,2.30222508
2019-05-06,3.0616146
2019-05-07,4.68363832
2019-05-08,3.25992898
2019-05-09,3.47547677
2019-05-10,4.21211251
2019-05-11,3.64859517
2019-05-12,2.80777747
2019-05-13,4.29522078
2019-05-14,4.49461467
2019-05-15,5.87588342
2019-05-16,3.83192049
2019-05-17,3.77504011
2019-05-18,2.31094287
2019-05-19,2.56942703
2019-05-20,3.19639073
2019-05-21,2.8047219
2019-05-22,2.9663352
2019-05-23,3.1335257
2019-05-24,3.66529867
2019-05-25,2.3399326
2019-05-26,2.26884938
2019-05-27,3.03153385
2019-05-28,3.38862232
2019-05-29,3.51689984
2019-05-30,3.2462581
2019-05-31,6.85259215
2019-06-01,3.60910594
2019-06-02,4.03235384
2019-06-03,5.75982734
2019-06-04,4.6429212
2019-06-05,5.36806864
2019-06-06,5.48706625
2019-06-07,4.15196697
2019-06-08,3.15852669
2019-06-09,3.01287504
2019-06-10,4.12071586
2019-06-11,6.37275493
2019-06-12,3.98877957
2019-06-13,3.36676402
2019-06-14,3.47431566
2019-06-15,3.08108447
2019-06-16,4.58703643
2019-06-17,8.4429502
2019-06-18,7.26629597
2019-06-19,4.16851512
2019-06-20,10.28339187
2019-06-21,5.06251072
2019-06-22,5.51090694
2019-06-23,2.63370839
2019-06-24,4.29974422
2019-06-25,5.410313
2019-06-26,4.66642453
2019-06-27,4.62921584
2019-06-28,3.6015794
2019-06-29,3.86464982
2019-06-30,5.77421935
2019-07-01,6.23299827
2019-07-02,3.93364114
2019-07-03,4.28302261
2019-07-04,3.3784524
2019-07-05,4.12855172
2019-07-06,2.01784654
2019-07-07,2.2876811
2019-07-08,7.0236215
2019-07-09,6.67658928
2019-07-10,7.29250739
2019-07-11,9.08348358
2019-07-12,6.75906387
2019-07-13,5.16121382
2019-07-14,5.1463038
2019-07-15,5.24609285
2019-07-16,6.76652508
2019-07-17,5.84017193
2019-07-18,15.86648665
2019-07-19,4.37588425
2019-07-20,2.75712981
2019-07-21,3.76023407
2019-07-22,18.89229111
2019-07-23,3.76914733
2019-07-24,5.11577447
2019-07-25,5.88432969
2019-07-26,3.06994856
2019-07-27,2.13932936
2019-07-28,1.76140117
2019-07-29,7.87284532
2019-07-30,6.41086672
2019-07-31,4.34030686
2019-08-01,2.99313915
2019-08-02,2.23623119
2019-08-03,1.69060269
2019-08-04,1.90716288
2019-08-05,6.00860853
2019-08-06,4.57380176
2019-08-07,2.31078091
2019-08-08,4.2919101
2019-08-09,3.9494889
2019-08-10,5.73860456
2019-08-11,2.12537506
2019-08-12,3.7311702
2019-08-13,3.45607235
2019-08-14,3.97081956
2019-08-15,4.22027108
2019-08-16,3.05251274
2019-08-17,5.56297125
2019-08-18,3.49193353
2019-08-19,2.63739324
2019-08-20,29.2561415
2019-08-21,79.4596541
2019-08-22,36.35748528
2019-08-23,1.99560841
2019-08-24,1.48462528
2019-08-25,2.03495732
2019-08-26,3.25876035
2019-08-27,2.75333424
2019-08-28,2.60346607
2019-08-29,2.56644182
2019-08-30,2.3990242
2019-08-31,2.27923861
2019-09-01,3.0207642
2019-09-02,2.83454053
2019-09-03,2.80314503
2019-09-04,3.71696581
2019-09-05,3.52190348
2019-09-06,3.22061754
2019-09-07,1.99703391
2019-09-08,2.42793901
2019-09-09,2.76430793
2019-09-10,3.5906115
2019-09-11,3.31612809
2019-09-12,2.46214545
2019-09-13,2.26783775
2019-09-14,2.04369226
2019-09-15,1.81290049
2019-09-16,2.85472102
2019-09-17,3.33352994
2019-09-18,2.37796673
2019-09-19,2.18616399
2019-09-20,2.55941638
2019-09-21,2.15719551
2019-09-22,5.36595857
2019-09-23,5.15588286
2019-09-24,3.69425401
2019-09-25,4.73317978
2019-09-26,3.17186506
2019-09-27,3.03114677
2019-09-28,2.1363493
2019-09-29,2.11948465
2019-09-30,3.55271616
2019-10-01,3.4320649
2019-10-02,2.58468213
2019-10-03,2.46862854
2019-10-04,2.13171424
2019-10-05,1.52469741
2019-10-06,1.92357633
2019-10-07,2.11836238
2019-10-08,2.53206301
2019-10-09,2.85735911
2019-10-10,2.34082436
2019-10-11,2.1632679
2019-10-12,1.57653577
2019-10-13,1.50410857
2019-10-14,2.69286374
2019-10-15,2.19327694
2019-10-16,3.08242027
2019-10-17,3.05344807
2019-10-18,3.00568415
2019-10-19,2.77542128
2019-10-20,2.58183738
2019-10-21,2.55049626
2019-10-22,3.33791214
2019-10-23,3.81617616
2019-10-24,3.28966634
2019-10-25,4.10167277
2019-10-26,3.28245812
2019-10-27,2.66482541
2019-10-28,6.27652069
2019-10-29,4.8733299
2019-10-30,6.43952122
2019-10-31,4.8160857
2019-11-01,3.96044598
2019-11-02,2.96940699
2019-11-03,2.80543853
2019-11-04,3.04949414
2019-11-05,3.48531036
2019-11-06,4.47510659
2019-11-07,4.23116324
2019-11-08,4.27887891
2019-11-09,3.41885031
2019-11-10,2.28090564
2019-11-11,2.43556721
2019-11-12,3.38000251
2019-11-13,4.16997682
2019-11-14,3.47238467
2019-11-15,3.93404937
2019-11-16,2.44681787
2019-11-17,2.38519418
2019-11-18,4.36384904
2019-11-19,2.91615047
2019-11-20,2.4888607
2019-11-21,4.98683179
2019-11-22,5.06320694
2019-11-23,3.29363068
2019-11-24,3.07886234
2019-11-25,4.70730925
2019-11-26,3.64672765
2019-11-27,3.19042084
2019-11-28,2.46510214
2019-11-29,3.18115182
2019-11-30,2.70174452
2019-12-01,2.47210094
2019-12-02,2.7462097
2019-12-03,2.53491236
2019-12-04,6.90410279
2019-12-05,2.87864551
2019-12-06,7.25530059
2019-12-07,3.34977275
2019-12-08,2.61685511
2019-12-09,3.79132005
2019-12-10,3.5857059
2019-12-11,4.1437457
2019-12-12,2.67619274
2019-12-13,2.22602763
2019-12-14,2.48374938
2019-12-15,2.46437173
2019-12-16,2.34208633
2019-12-17,5.56429447
2019-12-18,3.7026819
2019-12-19,3.13845766
2019-12-20,3.02003668
2019-12-21,2.17116652
2019-12-22,2.69481683
2019-12-23,3.11029041
2019-12-24,2.51178397
2019-12-25,2.43380695
2019-12-26,2.36447554
2019-12-27,2.69026823
2019-12-28,2.29347746
2019-12-29,2.00300048
2019-12-30,3.04202931
2019-12-31,2.46500842
2020-01-01,1.76267536
2020-01-02,2.34800199
2020-01-03,3.21391714
2020-01-04,2.29063545
2020-01-05,1.95837172
2020-01-06,3.66526254
2020-01-07,2.28160442
2020-01-08,2.829465
2020-01-09,3.75175229
2020-01-10,2.73796094
2020-01-11,1.92255898
2020-01-12,1.76637617
2020-01-13,2.3597703
2020-01-14,3.59879727
2020-01-15,4.81070956
2020-01-16,2.72006765
2020-01-17,3.44215823
2020-01-18,1.75546796
2020-01-19,2.22063242
2020-01-20,3.11770476
2020-01-21,2.11455803
2020-01-22,2.72666449
2020-01-23,2.6245855
2020-01-24,2.20246972
2020-01-25,1.70430856
2020-01-26,2.20542752
2020-01-27,5.40086344
2020-01-28,3.08509651
2020-01-29,2.6195676
2020-01-30,4.37248411
2020-01-31,3.59710636
2020-02-01,2.68937564
2020-02-02,2.37391954
2020-02-03,4.82915039
2020-02-04,2.89796843
2020-02-05,2.2979317
2020-02-06,4.9735435
2020-02-07,4.95667166
2020-02-08,2.46113023
2020-02-09,1.7991892
2020-02-10,3.50629729
2020-02-11,2.7877694
2020-02-12,3.1888676
2020-02-13,3.14076325
2020-02-14,3.20942676
2020-02-15,2.69011971
2020-02-16,3.29206153
2020-02-17,3.8064157
2020-02-18,3.16840016
2020-02-19,4.09866967
2020-02-20,3.2935132
2020-02-21,2.43731484
2020-02-22,1.89360309
2020-02-23,2.33714486
2020-02-24,2.47134144
2020-02-25,2.60953822
2020-02-26,2.66409898
2020-02-27,2.90994888
2020-02-28,2.75054795
2020-02-29,2.076165
2020-03-01,1.82214874
2020-03-02,2.39871629
2020-03-03,2.30679236
2020-03-04,2.836673
2020-03-05,2.4448994
2020-03-06,2.80076597
2020-03-07,1.95078993
2020-03-08,2.03423235
2020-03-09,3.51930357
2020-03-10,3.25828489
2020-03-11,5.89155677
2020-03-12,6.71560262
2020-03-13,8.48440688
2020-03-14,4.07342157
2020-03-15,3.86118716
2020-03-16,5.93160066
2020-03-17,5.37856633
2020-03-18,4.96084556
2020-03-19,4.96567923
2020-03-20,4.73354972
2020-03-21,2.8587466
2020-03-22,3.8499087
2020-03-23,4.01769731
2020-03-24,5.01609651
2020-03-25,4.0960118
2020-03-26,2.98878516
2020-03-27,3.78524622
2020-03-28,2.92549202
2020-03-29,2.77242958
2020-03-30,3.65786382
2020-03-31,3.61429395
2020-04-01,3.60556937
2020-04-02,3.37755772
2020-04-03,3.49865139
2020-04-04,3.38061574
2020-04-05,2.29531853
2020-04-06,3.88102565
2020-04-07,3.75561464
2020-04-08,2.64909724
2020-04-09,3.84385207
2020-04-10,3.76866536
2020-04-11,2.45032304
2020-04-12,2.15574557
2020-04-13,3.41544169
2020-04-14,2.57643616
2020-04-15,2.82396781
2020-04-16,3.4307485
2020-04-17,3.3240026
2020-04-18,2.11541548
2020-04-19,2.166899
2020-04-20,2.69683182
2020-04-21,2.60123183
2020-04-22,3.10483251
2020-04-23,2.80556102
2020-04-24,3.94985891
2020-04-25,2.1773449
2020-04-26,2.06618292
2020-04-27,3.32218726
2020-04-28,2.7197289
2020-04-29,5.41986167
2020-04-30,6.27851084
2020-05-01,3.15643864
2020-05-02,1.91712392
2020-05-03,2.58476464
2020-05-04,2.79859232
2020-05-05,3.31164002
2020-05-06,3.05286265
2020-05-07,3.85457217
2020-05-08,4.09587206
2020-05-09,3.74680657
2020-05-10,2.80161214
2020-05-11,3.80612017
2020-05-12,3.49108267
2020-05-13,3.7441194
2020-05-14,4.23580567
2020-05-15,3.23303582
2020-05-16,1.98257774
2020-05-17,2.48054935
2020-05-18,3.88237649
2020-05-19,4.28025792
2020-05-20,3.8749254
2020-05-21,3.2856798
2020-05-22,3.53961191
2020-05-23,2.06341256
2020-05-24,2.77598578
2020-05-25,4.13500319
2020-05-26,3.21989116
2020-05-27,3.77680033
2020-05-28,2.79713312
2020-05-29,3.7277732
2020-05-30,2.05136642
2020-05-31,2.91180751
2020-06-01,4.06472453
2020-06-02,5.14979869
2020-06-03,3.59504335
2020-06-04,3.62018707
2020-06-05,3.24324909
2020-06-06,1.7489578
2020-06-07,1.78887963
2020-06-08,3.09959615
2020-06-09,2.686285
2020-06-10,3.67679015
2020-06-11,3.01071316
2020-06-12,2.60674769
2020-06-13,2.07563015
2020-06-14,1.73727511
2020-06-15,3.43039318
2020-06-16,3.97574873
2020-06-17,2.80446228
2020-06-18,2.76669807
2020-06-19,4.19427646
2020-06-20,1.91525669
2020-06-21,1.83161734
2020-06-22,3.19241108
2020-06-23,3.80831951
2020-06-24,4.19960613
2020-06-25,3.80398767
2020-06-26,3.70303805
2020-06-27,2.09817672
2020-06-28,2.57805478
2020-06-29,3.21195422
2020-06-30,3.66109071
2020-07-01,2.83546281
2020-07-02,3.03560671
2020-07-03,2.93399499
2020-07-04,2.34139594
2020-07-05,2.1875302
2020-07-06,3.42149545
2020-07-07,2.8665025
2020-07-08,3.13202563
2020-07-09,2.68979081
2020-07-10,2.80079549
2020-07-11,1.99928159
2020-07-12,2.40090423
2020-07-13,3.9441173
2020-07-14,2.52899618
2020-07-15,2.63636997
2020-07-16,2.84564398
2020-07-17,2.88660445
2020-07-18,2.12151155
2020-07-19,2.34889566
2020-07-20,2.93454243
2020-07-21,2.84482711
2020-07-22,2.61594078
2020-07-23,3.02108002
2020-07-24,2.80114122
2020-07-25,2.69321531
2020-07-26,2.44361743
2020-07-27,3.79156963
2020-07-28,3.5789488
2020-07-29,3.26546939
2020-07-30,3.18863055
2020-07-31,2.8407216
2020-08-01,2.91336407
2020-08-02,2.75605709
2020-08-03,3.38859061
2020-08-04,3.01756169
2020-08-05,3.40345748
2020-08-06,3.34875622
2020-08-07,3.13129833
2020-08-08,2.83860857
2020-08-09,2.60023118
2020-08-10,3.32113131
2020-08-11,2.97831388
2020-08-12,2.8167464
2020-08-13,2.78865549
2020-08-14,3.93694194
2020-08-15,4.56372601
2020-08-16,6.38207029
2020-08-17,10.03291064
2020-08-18,6.00205868
2020-08-19,5.65238124
2020-08-20,5.53235291
2020-08-21,4.75818261
2020-08-22,4.35682459
2020-08-23,4.748992
2020-08-24,5.66378645
2020-08-25,5.3108488
2020-08-26,6.00872456
2020-08-27,6.13547074
2020-08-28,6.13966518
2020-08-29,5.9822434
2020-08-30,6.51523663
2020-08-31,8.90771204
2020-09-01,7.04783884
2020-09-02,7.26565698
2020-09-03,8.81830569
2020-09-04,8.90141354
2020-09-05,7.46096587
2020-09-06,8.73245956
2020-09-07,9.1143592
2020-09-08,8.12655502
2020-09-09,10.12911485
2020-09-10,10.09861327
2020-09-11,10.15436301
2020-09-12,8.64276601
2020-09-13,10.27298346
2020-09-14,7.80362618
2020-09-15,8.59098054
2020-09-16,8.90534268
2020-09-17,11.88969144
2020-09-18,11.64974389
2020-09-19,9.65540641
2020-09-20,9.11022876
2020-09-21,11.6154748
2020-09-22,8.88965934
2020-09-23,7.58157847
2020-09-24,7.61136583
2020-09-25,8.03956425
2020-09-26,8.64017393
2020-09-27,7.99029174
2020-09-28,7.76335048
2020-09-29,7.43963026
2020-09-30,6.79630743
2020-10-01,6.48942008
2020-10-02,8.58774718
2020-10-03,6.99477959
2020-10-04,7.00227395
2020-10-05,6.92284043
2020-10-06,6.84564172
2020-10-07,5.69579114
2020-10-08,6.12516784
2020-10-09,8.13105337
2020-10-10,6.25108586
2020-10-11,8.33292341
2020-10-12,6.91476699
2020-10-13,6.8566191
2020-10-14,7.62686175
2020-10-15,7.71537094
2020-10-16,7.26678637
2020-10-17,8.81118198
2020-10-18,9.18901613
2020-10-19,11.22711858
2020-10-20,12.70629815
2020-10-21,12.25002315
2020-10-22,11.91407779
2020-10-23,8.46499243
2020-10-24,6.06396847
2020-10-25,6.76496458
2020-10-26,11.22948979
2020-10-27,9.93915886
2020-10-28,10.18772539
2020-10-29,8.82933204
2020-10-30,8.76050115
2020-10-31,6.13650928
2020-11-01,7.73044934
2020-11-02,11.42810657
2020-11-03,9.68022199
2020-11-04,6.37493145
2020-11-05,9.81080249
2020-11-06,9.07847079
2020-11-07,5.95209809
2020-11-08,6.1684377
2020-11-09,6.5688722
2020-11-10,7.12366548
2020-11-11,6.40308856
2020-11-12,6.03732564
2020-11-13,5.26119193
2020-11-14,6.9566463
2020-11-15,6.32711652
2020-11-16,11.61935782
2020-11-17,8.71605158
2020-11-18,8.09506802
2020-11-19,7.64689603
2020-11-20,7.06884969
2020-11-21,6.12855846
2020-11-22,7.03896668
2020-11-23,7.5437759
2020-11-24,7.04090957
2020-11-25,6.1128857
2020-11-26,7.05101379
2020-11-27,5.76123732
2020-11-28,4.41388076
2020-11-29,4.84035167
2020-11-30,8.7878687
2020-12-01,5.55378557
2020-12-02,5.12495582
2020-12-03,4.38815036
2020-12-04,5.97224322
2020-12-05,5.39636483
2020-12-06,5.15107911
2020-12-07,5.16445692
2020-12-08,4.89115415
2020-12-09,6.12674709
2020-12-10,6.26793049
2020-12-11,4.66490496
2020-12-12,4.80609896
2020-12-13,6.00404736
2020-12-14,6.60436413
2020-12-15,6.74193019
2020-12-16,8.59704022
2020-12-17,8.08886182
2020-12-18,6.48642013
2020-12-19,4.84637499
2020-12-20,4.69008049
2020-12-21,6.46177489
2020-12-22,6.29560316
2020-12-23,5.92665864
2020-12-24,7.84749811
2020-12-25,6.72437109
2020-12-26,7.35046043
2020-12-27,8.13868456
2020-12-28,6.41096035
2020-12-29,5.48846493
2020-12-30,5.15379474
2020-12-31,5.63999487
2021-01-01,6.21276607
2021-01-02,7.28552514
2021-01-03,6.15898735
2021-01-04,5.14357835
2021-01-05,6.2410872
2021-01-06,5.3632904
2021-01-07,6.8482982
2021-01-08,7.02604595
2021-01-09,5.98680096
2021-01-10,5.43121781
2021-01-11,7.30280475
2021-01-12,6.5674359
2021-01-13,5.58255424
2021-01-14,5.71083206
2021-01-15,5.04529839
2021-01-16,5.50775568
2021-01-17,5.24480374
2021-01-18,5.70023472
2021-01-19,6.4961564
2021-01-20,6.42050324
2021-01-21,7.60157609
2021-01-22,6.17879592
2021-01-23,5.30736542
2021-01-24,5.96784724
2021-01-25,7.48531461
2021-01-26,5.05644079
2021-01-27,6.16698773
2021-01-28,6.70998547
2021-01-29,7.31138188
